Ano,Órgão Orçamentário,Função,Grupo de Despesa,Resultado Primário,Subfunção,Projeto de Lei,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
Total,,,,,,1.450.445.433.311,1.320.014.525.616,1.418.354.560.225,1.328.682.771.366,1.135.211.696.137,1.102.747.377.012
2011,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,122 - Administração Geral,3.171.677.325,3.171.677.325,3.304.253.833,3.208.513.729,3.208.513.729,3.198.127.077
2021,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,40.388.108,42.033.438,41.416.167,4.656.911,2.790.295
2021,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,66.499.015,69.542.838,67.295.508,15.083.267,8.989.617
2021,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,69.750.863,49.845.177,49.149.262,0,0
2021,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,9.950.041,9.950.041,9.929.692,0,0
2021,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,126.740.712,140.473.683,136.622.734,20.542.096,18.917.993
2021,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,182.717.226,180.877.184,180.606.151,9.887.411,9.739.934
2021,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,146.938.388,155.360.351,154.420.359,0,0
2021,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,368 - Educação Básica,0,1.025.000.000,458.286.203,458.010.806,130.098.411,130.098.411
2021,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,619.574.089,605.656.927,575.396.477,575.396.477,446.542.837,446.542.837
2021,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,8.481.544.473,8.481.544.473,8.481.544.473,5.644.571.918,4.393.287.621,4.393.287.621
2021,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,500.000.000,470.000.000,500.000.000,500.000.000,500.000.000,500.000.000
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,286.711.043,286.711.043,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,6.969.734.674,6.969.734.674,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,16.504.059.007,16.504.059.007,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,239.495.276,239.495.276,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,14.391.348.503,14.391.348.503,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,208.351.705,208.351.705,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,325.625.911,325.625.911,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,30.010.132,30.010.132,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,9.788.547,9.788.547,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,1.127.540.518,1.127.540.518,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,3.423.120.514,3.423.120.514,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,31.970.725,31.970.725,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,6.132.001,6.132.001,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,22.915.635,22.915.635,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,515.792.078,515.792.078,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,175.200.000,175.200.000,0,0,0,0
2021,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,223.260.388,223.260.388,0,0,0,0
2022,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,846 - Outros Encargos Especiais,8.310.001.358,8.310.001.358,8.341.182.089,8.075.892.040,8.053.650.667,8.042.715.769
2022,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,543.819.039,542.675.011,577.538.465,549.919.701,549.257.311,508.580.838
2022,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,9.469.397.876,9.469.397.876,10.178.193.218,10.124.119.353,9.826.361.666,8.871.047.313
2022,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,10.671.561.814,10.567.278.087,10.950.768.338,10.892.581.016,10.886.063.395,9.866.989.508
2022,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,24.707.224.622,24.466.840.883,24.813.332.588,24.663.881.815,24.631.790.662,22.652.043.837
2022,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,367.605.905,364.731.367,383.068.458,380.815.824,380.815.824,347.520.517
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,3.131.194.916,3.131.194.916,3.097.622.556,2.893.554.430,2.878.240.491,2.662.172.134
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,3.961.919.119,3.961.919.119,3.615.336.082,3.604.515.792,3.581.935.267,3.581.240.595
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,772.038.385,772.038.385,2.683.160.119,2.683.160.118,2.683.160.118,2.683.160.118
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,31.598.658.527,31.598.658.527,35.698.279.989,35.698.278.894,30.125.217.745,30.125.217.745
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,668.779.165,713.320.794,645.530.924,622.727.513,467.423.296,457.308.848
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,60.080.428,59.165.334,49.139.879,46.344.440,31.700.247,29.623.719
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,21.145.010,21.145.010,12.301.554,12.291.553,5.772.137,5.486.041
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,833.052.829,834.091.617,719.648.950,713.723.806,538.378.545,518.666.118
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,2.435.492.858,2.557.613.023,2.242.127.986,2.231.581.201,1.740.344.830,1.684.926.249
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,8.931.692.421,9.876.024.602,9.014.941.145,8.994.363.417,7.662.606.687,7.493.787.092
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,51.000.000,51.000.000,193.829.224,188.134.437,98.129.229,98.129.229
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,38.981.322,38.981.322,29.541.000,27.542.587,9.004.507,6.513.550
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,32.871.160,33.445.059,36.463.857,35.168.366,26.259.089,25.462.158
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,4.361.191.280,4.828.743.197,3.244.295.785,3.222.701.677,1.550.426.267,1.412.224.580
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,455.694.156,455.694.156,323.232.318,323.232.317,261.474.581,224.774.581
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,393.884.878,393.791.659,501.851.909,540.768.922,492.304.982,492.262.281
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,11.799.845,11.503.689,11.492.277,5.977.881,5.272.011
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,18.828.730,17.496.848,17.393.351,7.126.274,3.946.809
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,104.508.153,108.998.525,107.365.490,70.237.021,31.221.138
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,17.791.208,13.566.525,12.180.976,1.600.000,1.600.000
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,8.869.314,6.260.000,6.260.000,6.212.356,6.169.857
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,32.243.696,38.289.392,38.230.567,20.897.719,16.822.344
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,77.717.920,77.798.705,77.579.387,65.331.083,59.534.367
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,36.592.987,19.346.087,19.133.001,0,0
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,364 - Ensino Superior,0,128.910.749,0,0,0,0
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,57.334.856,4.900.000,4.900.000,4.868.187,4.646.335
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,363 - Ensino Profissional,0,10.000.000,0,0,0,0
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,364 - Ensino Superior,0,10.000.000,1.099.714,1.094.714,0,0
2022,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,368 - Educação Básica,0,0,26.520.880,26.520.880,0,0
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,0,0,1.590.475.227,1.590.475.227,1.590.475.227,1.590.475.227
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,514.223.250,514.223.250,634.975.641,634.961.638,576.847.982,576.847.982
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,50.289.087,34.130.148,54.524.145,45.674.005,24.902.741,19.722.001
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,50.000,50.000,299.655,298.251,199.800,199.800
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,234.989.036,187.654.028,308.414.911,308.398.606,84.918.498,78.320.564
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,308.647.153,324.134.045,447.510.478,442.971.482,130.379.277,118.314.690
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,706.265.372,636.982.903,751.400.326,734.675.021,183.116.940,173.981.682
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,100.000.000,100.000.000,308.455.609,308.455.609,80.315.428,80.315.428
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,9.564.989,8.991.090,5.633.602,5.358.351,634.694,623.885
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,424.798.159,210.147.243,577.857.169,567.427.706,146.817.116,146.462.063
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,525.000,525.000,75.000,0,0,0
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,13.590.588,14.238.130,14.225.045,2.252.969,1.320.230
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,43.486.780,46.353.663,46.200.308,9.658.427,5.725.246
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,60.825.563,53.835.191,51.029.282,12.632.841,6.819.787
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,367 - Educação Especial,0,150.000,150.000,149.529,90.530,5.207
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,35.517.378,34.842.060,28.013.106,200.000,200.000
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,35.705.411,35.705.411,35.703.540,10.423.149,7.240.933
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,129.552.124,118.687.080,118.630.575,29.246.680,23.903.349
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,222.360.026,222.362.981,221.732.807,19.730.770,13.199.869
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,8.817.681,16.594.581,15.930.584,0,0
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,368 - Educação Básica,0,5.000.000,2.843.397,0,0,0
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,22.665.144,50.000.000,50.000.000,50.000.000,50.000.000
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,364 - Ensino Superior,0,0,8.077.909,7.808.749,0,0
2022,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,368 - Educação Básica,0,860.000.000,120.248.014,120.248.013,13.126.939,13.126.939
2022,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,626.533.070,626.533.070,626.533.070,626.533.070,458.601.658,458.601.658
2022,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,5.529.297.168,5.529.297.168,5.529.297.168,4.904.902.831,3.993.296.408,3.993.292.873
2022,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,500.000.000,500.000.000,500.000.000,500.000.000,500.000.000,500.000.000
2023,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,846 - Outros Encargos Especiais,8.515.373.924,8.515.373.924,8.608.347.208,8.050.068.141,5.717.841.597,5.169.716.667
2023,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,599.214.337,599.214.337,605.472.880,509.701.707,413.154.415,365.504.248
2023,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,10.680.005.868,10.680.005.868,11.256.407.676,9.424.852.386,7.334.467.601,6.912.377.138
2023,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,11.060.341.542,11.060.341.542,11.854.637.465,11.111.564.929,8.160.510.684,7.208.309.069
2023,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,25.223.551.670,25.223.551.670,26.443.154.632,23.869.071.678,18.292.770.879,16.325.620.313
2023,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,378.504.426,378.504.426,406.492.364,397.422.369,280.957.568,251.989.738
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,3.961.907.292,5.461.907.292,5.461.907.292,5.282.432.762,4.182.898.642,4.182.132.257
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,3.070.859.864,3.070.859.864,3.524.606.331,3.132.403.224,2.555.908.649,2.322.895.593
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,772.038.385,872.038.385,872.038.385,657.396.116,627.355.469,627.355.469
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,41.285.000.833,41.285.000.833,41.339.368.936,39.440.335.387,24.075.451.296,24.075.451.296
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,775.154.500,722.925.824,809.107.772,612.666.335,310.065.375,304.635.369
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,49.485.149,46.931.389,52.853.999,32.205.089,18.924.299,17.870.886
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,16.820.000,16.280.634,16.480.634,16.380.634,11.817.412,11.789.724
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,698.913.204,831.010.562,786.761.437,489.674.904,352.129.292,323.225.919
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,2.255.871.620,2.926.292.021,2.780.702.287,2.205.428.989,1.368.061.164,1.294.365.437
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,8.643.055.154,12.167.945.624,11.278.676.159,9.746.760.758,6.677.919.499,6.402.861.515
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,2.590.183,102.590.183,252.590.183,82.073.226,81.745.667,81.745.667
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,16.825.333,56.825.333,60.557.130,34.011.422,7.845.727,2.520.348
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,32.336.330,31.260.350,34.860.350,29.582.202,19.644.600,18.424.326
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,4.095.240.201,7.043.646.416,6.743.511.488,3.439.046.957,1.113.253.018,1.107.326.938
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,381.987.669,369.269.694,375.716.065,187.603.218,0,0
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,465.149.748,450.047.896,556.333.395,346.519.694,317.527.041,317.490.234
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,17.702.005,18.298.070,13.978.299,12.985.392,10.015.487
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,28.545.930,26.883.580,10.320.496,5.035.838,3.503.665
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,195.342.058,174.456.052,106.243.360,24.645.206,16.640.700
